Systema(c,Raw,Common,Genbank,Column5,Gene SymboDescrip(on,,
1459239_at,10.61077,Ascc3,AW555071,null,Ac(va(ng signal cointegrator 1 complex subunit 3,,
1444064_at,10.61002,Samhd1,AV376100,null,"AV376100 RIKEN full?length enriched, adult male cecum Mus musculus cDNA clone 9130206B16 3', mRNA sequence.",,
1438181_x_at,10.60965,Tm2d2,BB302809,null,TM2 domain containing 2,,
1422897_at,10.6085,Rst,NM_009203,Slc22a12,"solute carrier family 22 (organic anion/ca(on transporter), member 12",,
1441009_at,10.6076,4732491K20Rik,BB749614,null,RIKEN cDNA 4732491K20 gene,,
1437221_at,10.60544,Rrm2b,BB702377,null,Ribonucleo(de reductase M2 B (TP53 inducible),,
1427783_at,10.60318,Erbb4,AF059177,Erbb4,v?erb?a erythroblas(c leukemia viral oncogene homolog 4 (avian),,
1423816_at,10.60187,Mart8b; Cxx1a,BC003436,Rtl8a,CAAX box 1 homolog A (human),,
1432077_at,10.60092,Pot1,AK005318,Pot1a,protec(on of telomeres 1A,,
1450894_a_at,10.59993,MGC102136,C76671,Ap2m1,"adaptor protein complex AP?2, mu1",,
1446414_at,10.59857,0910001A06Rik,BB050456,Cyrib,RIKEN cDNA 0910001A06 gene,,
1435545_at,10.58324,BC032203,BB242234,Bicral,"BB242234 RIKEN full?length enriched, 3 days neonate thymus cDNA clone A630091B14 3' similar to KIAA0240 gene",,
1457983_s_at,10.58268,Tomm70a,AV310898,null,"AV310898 RIKEN full?length enriched, 8 days embryo Mus musculus cDNA clone 5730593A16 3', mRNA sequence.",,
1449627_at,10.58256,Osbpl6,AI851164,null,Oxysterol binding protein?like 6,,
1434866_x_at,10.58082,Cpt1a,BB021753,null,"BB021753 RIKEN full?length enriched, adult male pituitary gland cDNA clone 5330407G14 3' similar to liver carni(ne palmitoyltransferase I",,
1436097_x_at,10.57766,Arhgap9,BB327418,null,Rho GTPase ac(va(ng protein 9,,
1438613_at,10.57648,Kcna4,BB131475,null,"BB131475 RIKEN full?length enriched, 16 days neonate cerebellum Mus musculus cDNA clone 9630053G12 3', mRNA sequence.",,
1432121_a_at,10.57154,BB020367,AK015758,Lrriq3,leucine rich repeat containing 44,,
1418814_s_at,10.56728,MGC7999,NM_025551,Ndufa12,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12",,
1431715_a_at,10.56306,MGC78176,AK010719,Lig3,"ligase III, DNA, ATP?dependent",,
1453049_at,10.5604,1700006C13Rik,BF011349,Svip,6620401M0RIKEN cDNA 6620401M08 gene,,
1421668_x_at,10.55944,SPEER?3,NM_027650,Speer3,spermatogenesis associated glutamate (E)?rich protein 3,,
1455618_x_at,10.559,AI035228,BI440178,Tspan33,tetraspanin 33,,
1432113_at,10.55654,MGC100177,AK006197,Ccdc18,coiled?coil domain containing 18,,
1454816_at,10.55616,AI662636,BB431808,Rp2,re(ni(s pigmentosa 2 homolog (human),,
1439121_at,10.55501,H2?D1,AW822416,H2-D1,"Histocompa(bility 2, D region locus 1",,
1428662_a_at,10.55469,Hod,AK009007,Hopx,homeobox only domain,,
1456718_at,10.55431,AU018104,BB768133,Tlcd4,transmembrane protein 56,,
1417095_a_at,10.55221,HSP70L1,NM_015765,Hspa14,heat shock protein 14,,
1438852_x_at,10.55211,Mcm6,BB099487,null,"Minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)",,
1454869_at,10.5506,9330180J20; Wdr40b,BB274776,Dcaf12l1,WD repeat domain 40B,,
1442060_at,10.5491,Prepl,BB224442,null,Prolyl endopep(dase?like,,
1446680_at,10.54573,null,BG073007,null,"H3117E10?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3117E10 3', mRNA sequence.",,
1450631_x_at,10.5452,Defcr4,NM_007852,Defa6,defensin related cryptdin 6,,
1428658_at,10.54158,EPVH,AW012413,Pin4,"protein (pep(dyl?prolyl cis/trans isomerase) NIMA?interac(ng, 4 (parvulin)",,
1432184_a_at,10.53607,AA589465,AK011884,Inf2,2610204M0RIKEN cDNA 2610204M08 gene,,
1450538_s_at,10.53397,MMCP?1,AY007568,Mcpt9,mast cell protease 9,,
1435782_at,10.53153,LOC668206,AU043470,Gm12617,Similar to ubiqui(n A?52 residue ribosomal protein fusion product 1,,
1458771_at,10.53142,null,BG067744,null,"H3057F12?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3057F12 3', mRNA sequence.",,
1416179_a_at,10.52959,AA516625,NM_009041,Rdx,radixin,,
1421348_a_at,10.52827,BM88,NM_021316,Cend1,cell cycle exit and neuronal differen(a(on 1,,
1449790_at,10.5207,null,AV293420,null,"AV293420 RIKEN full?length enriched, 6 days neonate head Mus musculus cDNA clone 5430437H03 3', mRNA sequence.",,
1460221_at,10.52059,Tebp,BC003708,Ptges3,prostaglandin E synthase 3 (cytosolic),,
1438562_a_at,10.52003,Ptpn2,AV167543,null,"Protein tyrosine phosphatase, non?receptor type 2",,
1416331_a_at,10.51878,NRF1,NM_008686,Nfe2l1,"nuclear factor, erythroid derived 2,?like 1",,
1423821_at,10.51426,AI462344,BC007160,Tmem168,transmembrane protein 168,,
1423171_at,10.51311,Strg,BE947345,Gpr88,G?protein coupled receptor 88,,
1450301_at,10.5104,H?28,NM_031367,Ifi44l,histocompa(bility 28,,
1443569_at,10.51014,4930430E16Rik,BB214806,Fam161a,RIKEN cDNA 4930430E16 gene,,
1436615_a_at,10.5095,Otc,AI786408,null,Ornithine transcarbamylase,,
1443863_at,10.50946,Fndc3,AA770704,Fndc3a,fibronec(n type III domain containing 3a,,
1428137_at,10.50912,gie1,AV233429,Arl8b,ADP?ribosyla(on factor?like 8B,,
1443641_at,10.50872,BC032204,BF318304,Fermt3,CDNA sequence BC032204,,
1436720_s_at,10.50794,C86881,BM225195 ,Oog3,oogenesin 3,,
1459992_x_at,10.50685,Cln8,AV214220,null,"Ceroid?lipofuscinosis, neuronal 8",,
1436856_x_at,10.50539,Tarsl1,BB549252,Tars2,Threonyl?tRNA synthetase?like 1,,
1436831_at,10.50383,4932408B21Rik,AV042259,Iqub,RIKEN cDNA 4932408B21 gene,,
1455234_at,10.50262,B3galt1,BB795733,null,"UDP?Gal:betaGlcNAc beta 1,3?galactosyltransferase, polypep(de 1",,
1436750_a_at,10.5016,Oxct1,AV213379,null,3?oxoacid CoA transferase 1,,
1447673_x_at,10.50076,1700015C15Rik,AV040981,null,RIKEN cDNA 1700015C15 gene,,
1417918_at,10.49958,2410001P07Rik,NM_025553,Mrpl11,mitochondrial ribosomal protein L11,,
1426311_s_at,10.49861,Zisp,AV241525,Zdhhc5,"zinc finger, DHHC domain containing 5",,
1441936_x_at,10.49798,null,BB310408,null,"BB310408 RIKEN full?length enriched, adult male corpora quadrigemina Mus musculus cDNA clone B230315H13 3', mRNA sequence.",,
1427122_at,10.49791,Lb9,BE653037,Copg2os2,"coatomer protein complex, subunit gamma 2, an(sense 2",,
1447285_at,10.49632,null,BG072508,null,"H3111E10?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3111E10 3', mRNA sequence.",,
1444358_at,10.49159,Fbxl11,BB318809,Kdm2a,"BB318809 RIKEN full?length enriched, adult male corpora quadrigemina Mus musculus cDNA clone B230377E14 3', mRNA sequence.",,
1436076_at,10.49046,Dlgap1,BQ174338,null,"Discs, large (Drosophila) homolog?associated protein 1",,
1433809_at,10.49003,Ddx5,AW536527,null,Transcribed locus,,
1449639_at,10.48986,0610040J01Rik,AA597087,null,RIKEN cDNA 0610040J01 gene,,
1458318_at,10.48863,Oxr1,BB164159,null,Oxida(on resistance 1,,
1441292_at,10.48727,null,BB748748,null,Transcribed locus,,
1442148_at,10.48709,Snapc3,BB074968,null,"BB074968 RIKEN full?length enriched, adult male diencephalon Mus musculus cDNA clone 9330023K17 3', mRNA sequence.",,
1456704_at,10.48402,9530010C24Rik,BG069453,null,RIKEN cDNA 9530010C24 gene,,
1424950_at,10.48376,AV220920,BC024958,Sox9,SRY?box containing gene 9,,
1423835_at,10.48193,Zfp503,BB447914,null,Zinc finger protein 503,,
1456467_s_at,10.48156,Nlk,BB389081,null,Nemo like kinase,,
1422761_at,10.481,C21,NM_030732,Tbl1xr1,transducin (beta)?like 1X?linked receptor 1,,
1434596_at,10.48093,Slc39a9,BB194318,null,"Transcribed locus, strongly similar to XP_001053968.1",,
1422936_at,10.48062,Mas?1,NM_008552,Mas1,MAS1 oncogene,,
1459499_at,10.48053,null,AU022047,null,"AU022047 Mouse unfer(lized egg cDNA Mus musculus cDNA clone J0407F01 3', mRNA sequence.",,
1433452_at,10.46738,B630019K06Rik,BB179847,null,RIKEN cDNA B630019K06 gene,,
1460028_at,10.46649,Grip2,AI426339,Grip2,glutamate receptor interac(ng protein 2,,
1457307_at,10.46543,A330102K04Rik,AA214835,Apol11b,RIKEN cDNA A330102K04 gene,,
1420335_at,10.46448,Dmc1h,D58419,Dmc1,"DMC1 dosage suppressor of mck1 homolog, meiosis?specific homologous recombina(on (yeast)disrupted meio(c cDNA 1",,
1448666_s_at,10.46321,AV071822,AV174616,Tob2,"transducer of ERBB2, 2",,
1456313_x_at,10.45985,Mrpl28,BB257397,null,"BB257397 RIKEN full?length enriched, 7 days neonate cerebellum Mus musculus cDNA clone A730079J23 3', mRNA sequence.",,
1425315_at,10.45933,Gm430,BC006868,Dock7,dedicator of cytokinesis 7,,
1458139_at,10.45915,Hnrpc,BB465823,Hnrnpc,Heterogeneous nuclear ribonucleoprotein C,,
1445108_at,10.45813,Lphn3,BB283493,Adgrl3,Latrophilin 3,,
1427888_a_at,10.4573,Spna?2,AK011566,Sptan1,spectrin alpha 2,,
1447501_at,10.45589,null,BE957357,null,Transcribed locus,,
1443711_at,10.45475,Chd8,BG066492,null,Chromodomain helicase DNA binding protein 8,,
1438821_at,10.45144,Rfwd2,BB294853,Cop1,Ring finger and WD repeat domain 2,,
1437010_a_at,10.45121,Oaz3,BF319714,null,Ornithine decarboxylase an(zyme 3,,
1422504_at,10.45039,spa,NM_010298,Glrb,"glycine receptor, beta subunit",,
1443545_at,10.44989,Cugbp2,BB278652,Celf2,"CUG triplet repeat, RNA binding protein 2",,
1420183_at,10.44928,Lor,AI036317,Loricrin,Loricrin,,
1421993_a_at,10.44898,AI46345,NM_025889,Tmem134,transmembrane protein 134,,
1442684_x_at,10.44808,Hmg20a,BB459907,null,High mobility group 20A,,
1435626_a_at,10.44788,Herpud1,AI835088,null,"Homocysteine?inducible, endoplasmic re(culum stress?inducible, ubiqui(n?like domain member 1",,
1455213_at,10.44649,4930488E11Rik,AW912417 4930488E11RIKEN cDNA 4930488E11 gene,Tmsb15l,null,,
1436715_s_at,10.44647,Cdipt,BB311117,null,CDP?diacylglycerol??inositol 3?phospha(dyltransferase (phospha(dylinositol synthase),,
1422617_at,10.44635,MGC107294,NM_009529,Gm4836,"Xlr?related, meiosis regulated",,
1426218_at,10.4412,Gig18,AA152997,Glcci1,glucocor(coid induced transcript 1,,
1416855_at,10.44082,Gas1,BB550400,null,"BB550400 RIKEN full?length enriched, 2 days pregnant adult female oviduct cDNA clone E230022A16 3' similar to gas1 mRNA",,
1459068_at,10.43908,Tmem109,AI464581,null,Transmembrane protein 109,,
1433584_at,10.43884,Tuba2,BG277130,null,"Tubulin, alpha 2",,
1435137_s_at,10.43882,null,BB119177,null,"BB119177 RIKEN full?length enriched, adult male urinary bladder Mus musculus cDNA clone 9530069H15 3', mRNA sequence.",,
1444350_at,10.43852,FLJ00257,BB227643,null,schlafen 10,,
1443573_at,10.4384,Parp1,AI956938,null,"Poly (ADP?ribose) polymerase family, member 1",,
1436657_at,10.43802,Cygb,AW060253,null,Progressive rod?cone degenera(on (Prcd),,
1428586_at,10.43645,AU018901,BB823331,Tmem41b,transmembrane protein 41B,,
1451511_at,10.4335,AI648812,BC026437,Hibch,3?hydroxyisobutyryl?Coenzyme A hydrolase,,
1428303_at,10.4326,1500005I02Rik,AK005160,Btbd17,1500005I02 RIKEN cDNA 1500005I02 gene,,
1425194_a_at,10.43189,6330577E15Rik,BC024403,Sfr1,6330577E15RIKEN cDNA 6330577E15 gene,,
1419450_at,10.43002,AI315223,NM_025661,Ormdl3,ORM1?like 3 (S. cerevisiae),,
1426558_x_at,10.42942,WF?4,BB283527,Gm6710,3100002L24RIKEN cDNA 3100002L24 gene,,
1453210_at,10.4278,5730507C01Rik,AK017753,null,5730507C01RIKEN cDNA 5730507C01 gene,,
1438110_at,10.42599,Zbtb1,AV220319,null,Zinc finger and BTB domain containing 1,,
1437165_a_at,10.42582,Pcolce,BB250811,null,Procollagen C?endopep(dase enhancer protein,,
1440775_at,10.42163,1700054K19Rik,AV046380,null,RIKEN cDNA 1700054K19 gene,,
1442913_at,10.42043,Srap1,BB456875,Hmces,"12 days embryo spinal ganglion cDNA, RIKEN full?length enriched library, clone:D130048N24 product:unclassifiable, full insert sequence",,
1455853_x_at,10.41975,Tspan31,BB768303,null,Tetraspanin 31,,
1418435_at,10.41914,RFP,BQ176661,Mkrn1,"makorin, ring finger protein, 1",,
1457073_at,10.41752,null,BB157850,null,"BB157850 RIKEN full?length enriched, 16 days neonate thymus Mus musculus cDNA clone A130038D11 3', mRNA sequence.",,
1454138_a_at,10.41666,C330007K24Rik,AK021186,Stk31,serine threonine kinase 31,,
1448735_at,10.41631,Cp,BB332449,null,"BB332449 RIKEN full?length enriched, 6 days neonate medulla oblongata Mus musculus cDNA clone B730048G11 3', mRNA sequence.",,
1426352_s_at,10.41626,Tial1,BF731381,null,Tia1 cytotoxic granule?associated RNA binding protein?like 1,,
1423039_a_at,10.41585,MGC6434,AV144956,Bzw1,basic leucine zipper and W2 domains 1,,
1416476_a_at,10.41572,ubc4,NM_019912,Ube2d2,ubiqui(n?conjuga(ng enzyme E2D 2,,
1442229_at,10.41499,Pax9,AV227998,null,"AV227998 RIKEN full?length enriched mouse cDNA library, C57BL/6J liver 14 days embryo Mus musculus cDNA clone 4432412B16 3'",,
1426324_at,10.41206,H2?K1,M33151,H2-K1,"Histocompa(bility 2, K1, K region",,
1448522_at,10.4118,SerRSmt,NM_023637,Sars2,seryl?aminoacyl?tRNA synthetase 2,,
1443630_at,10.41063,Ppp3ca,BE635194,null,"uv93c09.x1 Soares mouse 3NbMS Mus musculus cDNA clone IMAGE:3414736 3', mRNA sequence.",,
1420207_at,10.41009,null,AV075907,null,"AV075907 Mus musculus stomach C57BL/6J adult Mus musculus cDNA clone 2210015O07, mRNA sequence.",,
1423046_s_at,10.40975,AA536802,BE285362,Ncbp2,nuclear cap binding protein subunit 2,,
1454726_s_at,10.40875,AW456874,AV254040,Ptpdc1,Expressed sequence AW456874,,
1459150_at,10.40818,Lrch1,AW909485,null,Leucine?rich repeats and calponin homology (CH) domain containing 1,,
1450531_at,10.40376,H2?B1,NM_008199H2?Bl,H2-Bl,"histocompa(bility 2, blastocyst",,
1428126_a_at,10.40336,4921506J03Rik,BG975608,Atxn7l3b,RIKEN cDNA 4921506J03 gene,,
1436390_a_at,10.39998,Mclc,BI412445,Clcc1,chloride channel CLIC?like 1,,
1452348_s_at,10.39815,Ifi205,AI481797,null,Interferon ac(vated gene 205,,
1448421_s_at,10.38973,PLAP1,NM_025711,Aspn,asporin,,
1456224_x_at,10.38882,Cage1,BB667170,null,Cancer an(gen 1,,
1437256_at,10.38654,Dcun1d5,BE824946,null,"DCN1, defec(ve in cullin neddyla(on 1, domain containing 5 (S. cerevisiae)",,
1445883_at,10.38463,Ranbp2,BB234090,null,"BB234090 RIKEN full?length enriched, 3 days neonate thymus Mus musculus cDNA clone A630047J05 3', mRNA sequence.",,
1454789_x_at,10.38128,Prpf6,BB085604,null,PRP6 pre?mRNA splicing factor 6 homolog (yeast),,
1441206_at,10.38001,Synpo2,BB107526,null,Synaptopodin 2,,
1442396_at,10.37938,A730020M07Rik,BB503768,null,A730020M0RIKEN cDNA A730020M07 gene,,
1431939_a_at,10.37933,AI449204; Mina,AK014426,Riox2,myc induced nuclear an(gen,,
1427404_x_at,10.37483,Eno?1,BC004017,Eno1,"enolase 1, alpha non?neuron",,
1446291_at,10.37392,9330175H22Rik,BB082509,Vipas39,"BB082509 RIKEN full?length enriched mouse cDNA library, C57BL/6J diencephalon male adult cDNA clone 9330175H22 3'",,
1436393_a_at,10.37288,MUL,BG065227,Trim37,tripar(te mo(f protein 37,,
1420054_s_at,10.37194,Slc35c2,C85957,null,"Solute carrier family 35, member C2",,
1442345_at,10.37134,1700031L13Rik,AV044120,null,RIKEN cDNA 1700031L13 gene,,
1431098_at,10.37068,Rsn,AK014540,Clip1,CAP?GLY domain containing linker protein 1,,
1445633_at,10.36917,Rex2,BG071937,null,Reduced expression 2,,
1437520_a_at,10.36767,Nup85,BB320388,null,Nucleoporin 85,,
1419401_at,10.36551,Asb?13,AF403041,Asb13,ankyrin repeat and SOCS box?containing protein 13,,
1419626_at,10.3654,4930529F22Rik,NM_011781,Adam25,a disintegrin and metallopep(dase domain 25 (testase 2),,
1436021_at,10.36528,AI850289,AI426503,Mfsd4a,major facilitator superfamily domain containing 4,,
1445711_at,10.36474,St6gal1,BB163080,St6gal1,expressed sequence BB163080,,
1443697_at,10.36392,null,BM117114,null,"L0846D10?3 NIA Mouse Newborn Brain cDNA Library Mus musculus cDNA clone L0846D10 3', mRNA sequence.",,
1438643_at,10.36355,Camk1d,BB230839,null,Calcium/calmodulin?dependent protein kinase ID,,
1438609_x_at,10.36291,Tnni2,AV007148,null,"Troponin I, skeletal, fast 2",,
1428679_s_at,10.36032,0610010K14Rik,AK003842,null,0610010K14RIKEN cDNA 0610010K14 gene,,
1457626_at,10.35962,Trim33,AA407555,null,"D3Wsu106eDNA segment, Chr 3, Wayne State University 106, expressed",,
1420228_at,10.35959,null,AV240479,null,"AV240479 RIKEN full?length enriched, 10 day neonate skin Mus musculus cDNA clone 4732441A12 3', mRNA sequence.",,
1448699_at,10.35892,D10Sut1e,NM_025317,Mrpl54,mitochondrial ribosomal protein L54,,
1454725_at,10.35811,mAWMS1,BG069073,Tra2a,transformer 2 alpha homolog (Drosophila),,
1434056_a_at,10.35597,Gm137,C78790,Ndufb6,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6",,
1447510_at,10.34886,Efna5,AI467086,null,C530014P21RIKEN cDNA C530014P21 gene,,
1460101_at,10.343,Nrxn3,BG076361,null,"H3158G11?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3158G11 3', mRNA sequence.",,
1438960_at,10.3427,null,BB164652,null,"BB164652 RIKEN full?length enriched, 16 days neonate thymus Mus musculus cDNA clone A130079E13 3', mRNA sequence.",,
1443547_at,10.34054,Slc10a1,AI327318,null,"mp67a08.x1 Soares_thymus_2NbMT Mus musculus cDNA clone IMAGE:574262 3', mRNA sequence.",,
1429659_at,10.33836,Smc2,BI684556,null,Structural maintenance of chromosomes 2,,
1438934_x_at,10.33584,B4galt1,BB114323,null,"BB114323 RIKEN full?length enriched, adult male urinary bladder cDNA clone 9530045J03 3' similar to semaphorin B",,
1447593_x_at,10.33582,Gnaq,BB100157,null,"BB100157 RIKEN full?length enriched, 12 days embryo, embryonic body between diaphragm cDNA clone 9430071J20 3",,
1457071_x_at,10.33514,Hrmt1l6,BB233495,Prmt6,protein arginine N?methyltransferase 6,,
1429222_at,10.33497,2610020J05Rik,AI661697,Pus3,pseudouridine synthase 3,,
1446037_at,10.33479,C230081A13Rik,BG075413,Peak1,RIKEN cDNA C230081A13 gene,,
1453363_at,10.33401,Cacng2,BB303563,null,"BB303563 RIKEN full?length enriched, adult male corpora quadrigemina Mus musculus cDNA clone B230105C07 3', mRNA sequence.",,
1447182_at,10.33162,C77815,BG066044,null,Expressed sequence C77815,,
1424180_a_at,10.33043,Gse2; Thrap4,BC005409,Med24,thyroid hormone receptor associated protein 4,,
1459828_at,10.32972,Srrm1,BB254130,null,"BB254130 RIKEN full?length enriched, 7 days neonate cerebellum Mus musculus cDNA clone A730060J22 3', mRNA sequence.",,
1454357_at,10.329,3110067C02Rik,AV168333,null,"AV168333 Mus musculus head C57BL/6J 13?day embryo Mus musculus cDNA clone 3110067C02, mRNA sequence.",,
1421418_a_at,10.32528,CGM7,NM_011964,Psg19,pregnancy specific glycoprotein 19,,
1459776_x_at,10.32144,Pdpk1,BB270750,null,3?phosphoinosi(de dependent protein kinase?1,,
1430995_at,10.3205,AV259382,BF162157,Tmx3,thioredoxin domain containing 10,,
1424027_at,10.32048,AW108311,AF293882,Pxn,paxillin,,
1438283_at,10.31953,Sparc,BB139641,null,"BB139641 RIKEN full?length enriched, adult male bone Mus musculus cDNA clone 9830165L14 3', mRNA sequence.",,
1443040_x_at,10.31867,Wbscr5,BB235498,Lat2,"BB235498 RIKEN full?length enriched mouse cDNA library, C57BL/6J thymus 3 days neonate Mus musculus cDNA clone A630054G03 3'",,
1460392_a_at,10.31755,DC6,BB610210,Eny2,enhancer of yellow 2 homolog (Drosophila),,
1443148_at,10.3168,Tpp1,BB460133,null,Transcribed locus,,
1456374_x_at,10.31492,Eif3s8,AV235349,Eif3c,"Eukaryo(c transla(on ini(a(on factor 3, subunit 8",,
1442683_at,10.31483,Hmg20a,BB459907,null,High mobility group 20A,,
1431171_at,10.31259,D730001G18Rik,BF535767,Ly6g6g,D730001G1 RIKEN cDNA D730001G18 gene,,
1449198_a_at,10.31,Siat9,BB829192,St3gal5,"ST3 beta?galactoside alpha?2,3?sialyltransferase 5",,
1460455_at,10.30692,Znf650,BB667784,Ubr3,zinc finger protein 650,,
1432481_a_at,10.30379,Lyc1,AK006279,Lyzl6,lysozyme?like 6,,
1433894_at,10.30247,Jazf1,BB755745,null,JAZF zinc finger 1,,
1415730_at,10.2999,AL022757,BG972112,Cpsf7,5730453I16 RIKEN cDNA 5730453I16 gene,,
1448057_at,10.29853,null,BI320076,null,"ic45f11.y1 Melton Normalized Mixed Mouse Pancreas 1 N1?MMS1 Mus musculus cDNA clone IMAGE:5656844 5', mRNA sequence.",,
1420024_s_at,10.29765,ERF,C77379,Etf1,eukaryo(c transla(on termina(on factor 1,,
1443713_at,10.29743,Chl1,BB377952,null,Cell adhesion molecule with homology to L1CAM,,
1446988_at,10.29598,null,BF464723,null,Transcribed locus,,
1426224_x_at,10.2948,C32,AF401531,Cklf,chemokine?like factor,,
1440824_at,10.29394,Fbxo45,BI465645,null,F?box protein 45,,
1441768_at,10.29371,D4Bwg0951e,BB122864,Lurap1l,"DNA segment, Chr 4, Brigham & Women's Gene(cs 0951 expressed",,
1420232_at,10.29355,null,BB261287,null,"BB261287 RIKEN full?length enriched, 7 days neonate cerebellum cDNA clone A730098C13 3' similar to zinc?finger protein (Mfg?2",,
1416212_at,10.29351,Mago?m,NM_010760,Magoh,"mago?nashi homolog, prolifera(on?associated (Drosophila)",,
1437276_at,10.29219,AA589481,BE200208,Hinfp,Transcribed locus,,
1452158_at,10.29103,Qprs,BM238943 ,Eprs1,glutamyl?prolyl?tRNA synthetase,,
1455924_at,10.28945,AI844641,AV220161,Rab6b,"RAB6B, member RAS oncogene family",,
1435324_x_at,10.28845,Hmgb1,AI648759,null,High mobility group box 1,,
1434198_at,10.28785,Atpif1,AI551229,Atp5if1,ATPase inhibitory factor 1,,
1441957_x_at,10.28602,Jarid1a,AV216663,Kdm5a,"AV216663 RIKEN full?length enriched, ES cells Mus musculus cDNA clone 2410165K21 3', mRNA sequence.",,
1433112_at,10.28468,4933424L07Rik,AK016895,null,4933424L07RIKEN cDNA 4933424L07 gene,,
1448773_at,10.28278,2010203J19Rik,AK014593,Rpl11,ribosomal protein L11,,
1435258_at,10.28242,Tmem141,AW551717,null,Transmembrane protein 141,,
1435987_x_at,10.28093,1110059G02Rik,BM570681,null,Transcribed locus,,
1421805_at,10.28061,null,NM_054069,null,Prosta(c steroid binding protein C1,,
1441730_at,10.28053,Ppp1r12b,AI893572,null,"Protein phosphatase 1, regulatory (inhibitor) subunit 12B",,
1458648_at,10.28048,Zpx1b,AU042950,AU042950,expressed sequence AU042950,,
1457245_at,10.28025,Dirc2,AW988060,Slc49a4,Disrupted in renal carcinoma 2 (human),,
1443953_at,10.27981,Tex2,AI553404,null,Tes(s expressed gene 2,,
1425450_at,10.27886,Ym2,AY065557,Chil4,chi(nase 3?like 4,,
1449750_at,10.27725,Smad2,AA407331,AA407331,expressed sequence AA407331,,
1436770_x_at,10.27628,Col11a1,AV101011,null,"AV101011 Mus musculus C57BL/6J ES cell Mus musculus cDNA clone 2410070L23, mRNA sequence.",,
1456768_a_at,10.27595,Emilin3,AV319507,Mmrn2,mul(merin 2,,
1439414_x_at,10.27578,null,BB164458,null,"BB164458 RIKEN full?length enriched, 16 days neonate thymus Mus musculus cDNA clone A130077P03 3', mRNA sequence.",,
1458927_at,10.27554,Pla2g4c,BG071961,null,Transcribed locus,,
1435505_at,10.27401,Dmwd,BB698273,null,Dystrophia myotonica?containing WD repeat mo(f,,
1423826_at,10.27031,AI326906,BC024616,Noc4l,nucleolar complex associated 4 homolog (S. cerevisiae),,
1442407_at,10.27011,null,BI076666,null,Transcribed locus,,
1456463_at,10.26972,A230106M20Rik,BB546757,Iglon5,"BB546757 RIKEN full?length enriched, 0 day neonate eyeball Mus musculus cDNA clone E130314C12 3', mRNA sequence.",,
1447116_at,10.26839,Parl,BB214530,null,"Presenilin associated, rhomboid?like",,
1459586_at,10.26756,C78452,C78452,C78452,expressed sequence C78452,,
1439944_at,10.26618,null,AV254043,Rbm46,"AV254043 RIKEN full?length enriched, adult male tes(s (DH10B) Mus musculus cDNA clone 4921507E07 3', mRNA sequence.",,
1431464_a_at,10.26535,C86848,AK012683,Pmm2,phosphomannomutase 2,,
1451998_at,10.26412,AW986064,BC024597,Tasp1,"taspase, threonine aspartase 1",,
1453685_at,10.26363,1300007B24Rik,AK008824,Nudt7,nudix (nucleoside diphosphate linked moiety X)?type mo(f 7,,
1447453_x_at,10.25772,A230083H22Rik,BB806550,Prune2,RIKEN cDNA A230083H22 gene,,
1437262_x_at,10.25271,Bcas2,AA940256,null,Breast carcinoma amplified sequence 2,,
1452631_at,10.25254,Rufy2,AI852705,null,RUN and FYVE domain?containing 2,,
1437952_at,10.25061,AU040096,AU040096,AU040096,expressed sequence AU040096,,
1442048_at,10.2493,Rnf11,BB078696,Rnf11,ring finger protein 11,,
1439404_x_at,10.24777,Zfx,BB559637,null,Zinc finger protein X?linked,,
1445087_at,10.24775,null,BG071974,null,"H3105C07?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3105C07 3', mRNA sequence.",,
1457717_at,10.24658,Anxa11,AI875033,null,Annexin A11,,
1438547_x_at,10.24608,Ap2a2,BB223859,null,"BB223859 RIKEN full?length enriched, adult male aorta and vein Mus musculus cDNA clone A530084A15 3', mRNA sequence.",,
1456574_at,10.24538,AA407452,BB224546,Zfp800,"BB224546 RIKEN full?length enriched, adult male aorta and vein Mus musculus cDNA clone A530087B15 3', mRNA sequence.",,
1416187_s_at,10.24532,MGC11707,NM_026383,Pnrc2,proline?rich nuclear receptor coac(vator 2,,
1447709_at,10.2444,2410021H03Rik ,BB000243,null,"BB000243 RIKEN full?length enriched, ES cells Mus musculus cDNA clone 2410029D17 3', mRNA sequence.",,
1421152_a_at,10.24211,Gnao,NM_010308,Gnao1,"guanine nucleo(de binding protein, alpha o",,
1430987_s_at,10.24184,Wbp11,BI737904,null,WW domain binding protein 11,,
1426920_x_at,10.24143,Fnrb,BM120341 ,Itgb1,integrin beta 1 (fibronec(n receptor beta),,
1436330_x_at,10.24011,6330416L07Rik,BG244780,Zfp944,RIKEN cDNA 6330416L07 gene,,
1456348_x_at,10.2397,0610010I15Rik,BB312086,Paqr5,Transcribed locus,,
1423354_at,10.23967,Gs32,BF682880,Snap29,synaptosomal?associated protein,,
