id_Symbol,id_Entrez,id_OMIM,id_humanID,id_HPRD,id_HGNC,id_Chromosome location,id_hPSD,id_Gene group,id_Main class,id_Accompanying phenotype,id_Inheritance pattern,id_Inheritance type,id_Limited confidence criterion,id_Disease type,id_Disease subtype,id_Haploinsufficiency,id_OMIM disease,id_Gene ontology-based annotation,id_Screened wing,id_Screened neuronal
RAB39B,116442,300774,ENSG00000155961,6703,16499,Xq28,0,ID data freeze 388,6,"(E), (F), (P)",Mendelian X-linked,not sure,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 72; MRX72",0,300271,"small GTPase signaling, synapse, transporters, vesicle transport",1,1
RAB3GAP1,22930,602536,ENSG00000115839,16002,17063,2q21.3,1,ID data freeze 388,1,"B, H, L1, T",Mendelian autosomal,recessive,0,WARBURG MICRO SYNDROME,WARBURG MICRO SYNDROME 1; WARBM1,0,600118,"MAPK signaling, metabolism, nervous system development, small GTPase signaling",1,1
RAB3GAP2,25782,609275,ENSG00000118873,11471,17168,1q41,1,ID data freeze 388,"1, 4","B, H, L1, T, W, X",Mendelian autosomal,recessive,1,MARTSOLF SYNDROME; WARBURG MICRO SYNDROME,MARTSOLF SYNDROME; WARBURG MICRO SYNDROME 2; WARBM2,0,212720; 614225,"metabolism, protein transport, transporters",1,1
RAB40AL,282808,300405,ENSG00000102128,NULL,25410,Xq22.2,0,ID data freeze 650,5,"A, H, R, W",Mendelian X-linked,recessive,1,"MENTAL RETARDATION, X-LINKED, SYNDROMIC","MENTAL RETARDATION, X-LINKED, SYNDROMIC, MARTIN-PROBST TYPE; MRXSMP",0,300519,"mitochondria, small GTPase signaling, transporters, ubiquitination",0,0
RABL6,55684,610615,ENSG00000196642,12984,24703,9q34.3,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,small GTPase signaling,0,0
RAD21,5885,606462,ENSG00000164754,5924,9811,8q24,0,ID data freeze 650,4,"A, B, U, (V)",Mendelian autosomal,dominant,0,CORNELIA DE LANGE SYNDROME,CORNELIA DE LANGE SYNDROME 4; CDLS4,0,614701,"cell cycle, chromosome segregation, DNA repair, metabolism, RNA metabolism, transcription",0,0
RAF1,5894,164760,ENSG00000132155,1265,9829,3p25,0,ID data freeze 388,7,"A, Q, R, T, V",Mendelian autosomal,dominant,0,NOONAN SYNDROME; LEOPARD SYNDROME,NOONAN SYNDROME 5; NS5; LEOPARD SYNDROME 2,0,611553; 611554,"MAPK signaling, metabolism, mitochondria, nervous system development, response to growth factor, small GTPase signaling, synapse, transporters",1,1
RAI1,10743,607642,ENSG00000108557,7406,9834,17p11.2,0,ID data freeze 388,5,"H, J, P",Mendelian autosomal,dominant,0,SMITH-MAGENIS SYNDROME,SMITH-MAGENIS SYNDROME; SMS,1,182290,"metabolism, RNA metabolism, transcription",1,1
RALGDS,5900,601619,ENSG00000160271,3371,9842,9q34.3,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,"MAPK signaling, metabolism, response to growth factor, small GTPase signaling",0,0
RARB,5915,180220,ENSG00000077092,7183,9865,3p24.2,0,ID data freeze 650,7,"C, T, X",Mendelian autosomal,recessive; dominant,1,"MICROPHTHALMIA, SYNDROMIC","MICROPHTHALMIA, SYNDROMIC 12; MCOPS12; MICROPHTHALMIA, SYNDROMIC 12; MCOPS12",0,615524,"metabolism, nervous system development, RNA metabolism, transcription",0,0
RBBP8,5932,604124,ENSG00000101773,4990,9891,18q11.2,0,ID data freeze 650,"1, 5","A, B, L2, S, Ua",Mendelian autosomal,recessive,1,JAWAD SYNDROME; JWDS; SECKEL SYNDROME,JAWAD SYNDROME; JWDS; SECKEL SYNDROME 2; SCKL2,0,251255; 606744,"cell cycle, DNA repair, metabolism, RNA metabolism, transcription",0,0
RBM28,55131,612074,ENSG00000106344,7668,21863,7q32.1,0,ID data freeze 388,2,"G, H, K, S",Mendelian autosomal,recessive,1,"ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME","ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME",0,612079,RNA metabolism,1,1
RELN,5649,600514,ENSG00000189056,2742,9957,7q22,0,ID data freeze 388,1,"E, H, L1",Mendelian autosomal,recessive,0,LISSENCEPHALY,LISSENCEPHALY 2; LIS2,0,257320,"glutamate receptor signaling, metabolism, nervous system development, RNA metabolism, small GTPase signaling, synapse, TOR signaling, transcription, transporters",0,0
RFT1,91869,611908,ENSG00000163933,15239,30220,3p21.1,0,ID data freeze 388,2,"B, E, H, M",Mendelian autosomal,recessive,1,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IN; CDG1N",0,612015,"glycosylation, transporters",1,1
RGS7,6000,602517,ENSG00000182901,3948,10003,1q43|1q23.1,1,ID data freeze 650,6,P,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,metabolism,0,0
RIT1,6016,609591,ENSG00000143622,10195,10023,1q22,0,ID data freeze 650,8a,"A, S, V",Mendelian autosomal,dominant,0,NOONAN SYNDROME,NOONAN SYNDROME 8; NS8,0,615355,"MAPK signaling, response to growth factor, small GTPase signaling",0,0
RMND1,55005,614917,ENSG00000155906,9858,21176,6q25.1,0,ID data freeze 650,8b,"C, G, H, M",Mendelian autosomal,recessive,0,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11,0,614922,mitochondria,0,0
RMRP,6023,157660,ENSG00000199916,NULL,10031,9p21-p12,0,ID data freeze 388,8a,"A, B, U",Mendelian autosomal,recessive,0,ANAUXETIC DYSPLASIA; CARTILAGE-HAIR HYPOPLASIA; METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS,ANAUXETIC DYSPLASIA; CARTILAGE-HAIR HYPOPLASIA; CHH; METAPHYSEAL DYSPLASIA WITHOUT HYPOTRICHOSIS,0,607095; 250250; 250460,NULL,0,0
RNASEH2A,10535,606034,ENSG00000104889,6914,18518,19p13.2,0,ID data freeze 388,2,"B, C, E, G, H, L2, S",Mendelian autosomal,recessive,0,AICARDI-GOUTIERES SYNDROME,AICARDI-GOUTIERES SYNDROME 4; AGS4,0,610333,"DNA repair, RNA metabolism",1,1
RNASEH2B,79621,610326,ENSG00000136104,NULL,25671,13q14.3,0,ID data freeze 388,2,"B, E, G, H, L2, S",Mendelian autosomal,recessive,0,AICARDI-GOUTIERES SYNDROME,AICARDI-GOUTIERES SYNDROME 2; AGS2,0,610181,"cell cycle, metabolism, RNA metabolism",1,1
RNASEH2C,84153,610330,ENSG00000172922,16531,24116,11q13.1,0,ID data freeze 388,2,"B, C, E, G, H, L2, S",Mendelian autosomal,recessive,0,AICARDI-GOUTIERES SYNDROME,AICARDI-GOUTIERES SYNDROME 3; AGS3,0,610329,RNA metabolism,1,1
ROGDI,79641,614574,ENSG00000067836,13388,29478,16p13.3,1,ID data freeze 650,2,"E, H, L2",Mendelian autosomal,recessive,0,KOHLSCHUTTER-TONZ SYNDROME,KOHLSCHUTTER-TONZ SYNDROME; KTZS,0,226750,NULL,0,0
RPGRIP1L,23322,610937,ENSG00000103494,17204,29168,16q12.2,0,ID data freeze 388,4,"H, L1, O, T, Ua, W",Mendelian autosomal,recessive,0; 1,JOUBERT SYNDROME; COACH SYNDROME; MECKEL SYNDROME,"JOUBERT SYNDROME 7; JBTS7; COACH SYNDROME; MECKEL SYNDROME, TYPE 5; MKS5",0,611560; 216360; 611561,"centrosome, Cilia, hedgehog signaling, microtubule, nervous system development",0,0
RPL10,6134,312173,ENSG00000147403,2421,10298,Xq28,0,ID data freeze 388,6,P,Mendelian X-linked,not sure,0,"AUTISM, SUSCEPTIBILITY TO","AUTISM, SUSCEPTIBILITY TO, X-LINKED 5; AUTSX5; AUTISM, SUSCEPTIBILITY TO, X-LINKED 5; AUTSX5",0,300847,"protein transport, RNA metabolism, transporters",1,1
RPS6KA3,6197,300075,ENSG00000177189,2092,10432,Xp22.2-p22.1,0,ID data freeze 388,"2, 6","A, B, (C), (H), Ub",Mendelian X-linked,not sure,0,"COFFIN-LOWRY SYNDROME; MENTAL RETARDATION, X-LINKED","COFFIN-LOWRY SYNDROME; CLS; MENTAL RETARDATION, X-LINKED 19; MRX19",0,303600; 300844,"cell cycle, MAPK signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, synapse, transcription",1,1
SALL1,6299,602218,ENSG00000103449,3742,10524,16q12.1,0,ID data freeze 388,7,"Ua, V, W, X",Mendelian autosomal,dominant,0,TOWNES-BROCKS SYNDROME,TOWNES-BROCKS SYNDROME; TBS; TOWNES-BROCKS SYNDROME; TBS,1,107480,"chromatin, hedgehog signaling, metabolism, nervous system development, RNA metabolism, transcription, Wnt signaling",1,1
SATB2,23314,608148,ENSG00000119042,12178,21637,2q33,0,ID data freeze 388,1,"E, Uc",Mendelian autosomal,dominant,1,"CLEFT PALATE, ISOLATED","CLEFT PALATE, ISOLATED; CPI",1,119540,"chromatin, metabolism, nervous system development, RNA metabolism, transcription",1,1
SC5D,6309,602286,ENSG00000109929,9078,10547,11q23.3,0,ID data freeze 388,4,"B, L1, M, Ua",Mendelian autosomal,recessive,1,LATHOSTEROLOSIS,LATHOSTEROLOSIS,0,607330,NULL,0,0
SCAMP4,113178,613764,ENSG00000227500,11536,30385,19p13.3,0,ID data freeze 650,2,T,Mendelian autosomal,recessive,1,ID with strabismus,ID with strabismus,0,NULL,transporters,0,0
SCAPER,49855,611611,ENSG00000140386,11704,13081,15q24,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,NULL,0,0
SCN1A,6323,182389,ENSG00000144285,1669,10585,2q24.3,0,ID data freeze 650,2,"E, G, H, P",Mendelian autosomal,dominant,0,"DRAVET SYNDROME; MIGRAINE, FAMILIAL HEMIPLEGIC; GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS","DRAVET SYNDROME; MIGRAINE, FAMILIAL HEMIPLEGIC, 3; FHM3; GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2; GEFSP2",1,607208; 609634; 604403,"ion transport, transporters",0,0
SCN2A,6326,182390,ENSG00000136531,3133,10588,2q24.3,0,ID data freeze 650,"5, 6","E, H, P",Mendelian autosomal,dominant,0; 1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE; UNSPECIFIC ID AND AUTISM; SEIZURES, BENIGN FAMILIAL INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11; EIEE11; UNSPECIFIC ID AND AUTISM; SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3",0,613721; 607745,"ion transport, nervous system development, transporters",0,0
SCN8A,6334,600702,ENSG00000196876,9006,10596,12q13,0,ID data freeze 650,"2, 5","(C), E, G, H, L2, P",Mendelian autosomal,dominant,1,"COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA; EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA; CIAT; EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13; EIEE13",0,614306; 614558,"ion transport, nervous system development, transporters",0,0
SCO2,9997,604272,ENSG00000130489,5042,10604,22q13.33,0,ID data freeze 388,8b,"C, G, H, L2, M, Q",Mendelian autosomal,recessive,1,"CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME C OXIDASE DEFICIENCY","CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME C OXIDASE DEFICIENCY 1; CEMCOX1",0,604377,"ion transport, mitochondria, transporters",1,1
SDHA,6389,600857,ENSG00000073578,2914,10680,5p15,0,ID data freeze 388,8b,"C, E, G, H, L2, M, Q",Mendelian autosomal,recessive; dominant,1; 0,"LEIGH SYNDROME; MITOCHONDRIAL COMPLEX II DEFICIENCY; CARDIOMYOPATHY, DILATED; PARAGANGLIOMAS","LEIGH SYNDROME; LS; MITOCHONDRIAL COMPLEX II DEFICIENCY; CARDIOMYOPATHY, DILATED, 1GG; CMD1GG; PARAGANGLIOMAS 5",0,256000; 252011; 613642; 614165,"mitochondria, nervous system development",0,1
SDHB,6390,185470,ENSG00000117118,1707,10681,1p36.1-p35,0,ID data freeze 650,8b,"G, H, L2, M, Q",Mendelian autosomal,recessive; dominant,1; 0,LEUKODYSTROPHY AND ISOLATED MITOCHONDRIAL COMPLEX II DEFICIENCY; PARAGANGLIOMAS; PHEOCHROMOCYTOMA; PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA; COWDEN SYNDROME; GASTROINTESTINAL STROMAL TUMOR,LEUKODYSTROPHY AND ISOLATED MITOCHONDRIAL COMPLEX II DEFICIENCY; PARAGANGLIOMAS 4; PGL4; PHEOCHROMOCYTOMA; PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA; COWDEN SYNDROME 2; CWS2; GASTROINTESTINAL STROMAL TUMOR; GIST,0,115310; 171300; 606864; 612359; 606764,mitochondria,0,0
SERAC1,84947,614725,ENSG00000122335,10223,21061,6q25.3,0,ID data freeze 650,8b,"G, H, L2, M",Mendelian autosomal,recessive,0,"3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME","3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDEL",0,614739,"mitochondria, protein transport, transporters",0,0
SETBP1,26040,611060,ENSG00000152217,10224,15573,18q21.1,0,ID data freeze 388,"1, 5","C, I, (P), U, V, W, X",Mendelian autosomal,dominant,0; 1,SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME; UNSPECIFIC MODERATE ID,SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME; UNSPECIFIC MODERATE ID,0,269150,NULL,1,1
SFXN4,119559,615564,ENSG00000183605,18046,16088,10q26.11,0,ID data freeze 650,8b,"A, B, H, M, Q, R, T",Mendelian autosomal,recessive,1,Macrocytic Anemia and Mitochondriopathy,Macrocytic Anemia and Mitochondriopathy,0,NULL,"mitochondria, transporters",0,0
SGSH,6448,605270,ENSG00000181523,5590,10818,17q25.3,0,ID data freeze 650,8b,"C, G, H, M, P",Mendelian autosomal,recessive,0,MUCOPOLYSACCHARIDOSIS,Mucopolysaccharidosis type IIIA (Sanfilippo A),0,252900,NULL,0,0
SHANK2,22941,603290,ENSG00000162105,4479,14295,11q13.2,1,ID data freeze 388,6,P,Mendelian autosomal,dominant,0,"AUTISM, SUSCEPTIBILITY TO","AUTISM, SUSCEPTIBILITY TO, 17; AUTS17",0,613436,"Cilia, glutamate receptor signaling, ion transport, nervous system development, synapse, transporters",1,1
SHANK3,85358,606230,ENSG00000251322,NULL,14294,22q13.3,1,ID data freeze 388,6,P,Mendelian autosomal,dominant,1,CHROMOSOME 22Q13.3 DELETION SYNDROME,CHROMOSOME 22Q13.3 DELETION SYNDROME,1,606232,"actin, Cilia, glutamate receptor signaling, MAPK signaling, nervous system development, synapse, transporters",1,1
SHH,6469,600725,ENSG00000164690,2838,10848,7q36,0,ID data freeze 388,4,"C, L1, Uc",Mendelian autosomal,dominant,0; 1,"HOLOPROSENCEPHALY; SCHIZENCEPHALY; MICROPHTHALMIA, ISOLATED, WITH COLOBOMA; SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR","HOLOPROSENCEPHALY 3; HPE3; SCHIZENCEPHALY; MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 5; MCOPCB5; SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR; SMMCI",1,142945; 269160; 611638; 147250,"hedgehog signaling, metabolism, nervous system development, protein transport, RNA metabolism, transcription, transporters, vesicle transport, Wnt signaling",1,1
SHOC2,8036,602775,ENSG00000108061,4144,15454,10q25,0,ID data freeze 388,4,"A, (Q), S, V",Mendelian autosomal,dominant,0,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR; NSLH,0,607721,"MAPK signaling, metabolism, response to growth factor, small GTPase signaling",1,1
SHROOM4,57477,300579,ENSG00000158352,17209,29215,Xp11.22,0,ID data freeze 388,2,"A, U",Mendelian X-linked,recessive,1,STOCCO DOS SANTOS X-LINKED MENTAL RETARDATION SYNDROME,STOCCO DOS SANTOS X-LINKED MENTAL RETARDATION SYNDROME,0,300434,"actin, nervous system development",1,1
SIL1,64374,608005,ENSG00000120725,12150,24624,5q31,0,ID data freeze 388,5,"A, H, L2, Q, T, Ub",Mendelian autosomal,recessive,0,MARINESCO-SJOGREN SYNDROME,MARINESCO-SJOGREN SYNDROME; MSS,0,248800,"protein transport, transporters",1,1
SIX3,6496,603714,ENSG00000138083,4756,10889,2p21,0,ID data freeze 388,4,"C, L1",Mendelian autosomal,dominant,0; 1,HOLOPROSENCEPHALY; SCHIZENCEPHALY,HOLOPROSENCEPHALY 2; HPE2; SCHIZENCEPHALY,0,157170; 269160,"metabolism, nervous system development, protein transport, RNA metabolism, transcription, transporters, Wnt signaling",0,0
SKI,6497,164780,ENSG00000157933,1271,10896,1p36.33,0,ID data freeze 650,4,"T, U, Ua, Ub, V",Mendelian autosomal,dominant,0,SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME,SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME; SGS,0,182212,"BMP signaling, centrosome, chromatin, metabolism, microtubule, nervous system development, response to growth factor, RNA metabolism, transcription, Wnt signaling",0,0
SLC12A6,9990,604878,ENSG00000140199,9220,10914,15q13,0,ID data freeze 388,4,"G, H, L1, P, Ub",Mendelian autosomal,recessive,0,AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY,AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY; ACCPN,0,218000,"ion transport, transporters",1,1
SLC16A2,6567,300095,ENSG00000147100,2106,10923,Xq13.2,0,ID data freeze 388,2,"(A), (B), E, H, K, L2, P, Q",Mendelian X-linked,not sure,0,ALLAN-HERNDON-DUDLEY SYNDROME,ALLAN-HERNDON-DUDLEY SYNDROME; AHDS,0,300523,transporters,1,1
SLC17A5,26503,604322,ENSG00000119899,5058,10933,6q13,0,ID data freeze 388,8b,"C, E, G, H, L2, M",Mendelian autosomal,recessive,0,INFANTILE SIALIC ACID STORAGE DISORDER; SIALURIA,"INFANTILE SIALIC ACID STORAGE DISORDER; SIALURIA, FINNISH TYPE",0,269920; 604369,"synapse, transporters",1,1
SLC25A1,6576,190315,ENSG00000100075,1832,10979,22q11.21,1,ID data freeze 650,8b,"C, E, H, L2, M",Mendelian autosomal,recessive,0,COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA,COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA; D2L2AD,0,615182,"mitochondria, transporters",0,0
SLC25A15,10166,603861,ENSG00000102743,4838,10985,13q14,0,ID data freeze 388,5,"E, H, M",Mendelian autosomal,recessive,0,HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME,HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME,0,238970,"mitochondria, transporters",1,1
SLC25A22,79751,609302,ENSG00000177542,15356,19954,11p15.5,1,ID data freeze 388,2,"B, E, H, L2",Mendelian autosomal,recessive,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 3; EIEE3; EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 3; EIEE3",0,609304,"mitochondria, transporters",1,1
SLC2A1,6513,143090,ENSG00000117394,683,11005,1p34.2,1,ID data freeze 388,5,"B, E, H, M",Mendelian autosomal,dominant,0,GLUT1 DEFICIENCY SYNDROME; DYSTONIA,GLUT1 DEFICIENCY SYNDROME 2; GLUT1DS2; GLUT1 DEFICIENCY SYNDROME 1; GLUT1DS1; DYSTONIA 9; DYT9,1,612126; 606777; 601042,"actin, transporters",1,1
SLC31A1,1317,603085,ENSG00000136868,4362,11016,9q32,0,ID data freeze 650,2,H,Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,"ion transport, transporters",0,0
SLC33A1,9197,603690,ENSG00000169359,4734,95,3q25.31,0,ID data freeze 650,8b,"C, H, L2, M, T",Mendelian autosomal,recessive,0,"CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION; SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT","CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION; CCHLND; SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT; SPG42",0,614482; 612539,transporters,0,0
SLC35A2,7355,314375,ENSG00000102100,2441,11022,Xp11.23-p11.22,0,ID data freeze 650,5,"B, E, H, L2, M, T, U",Mendelian X-linked,not sure,1,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm; CDG2M",0,300896,transporters,0,0
SLC35A3,23443,605632,ENSG00000117620,10413,11023,1p21,0,ID data freeze 650,5,"B, E, P, U",Mendelian autosomal,recessive,1,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES","ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES; AMRS",0,615553,transporters,0,0
SLC35C1,55343,605881,ENSG00000181830,9324,20197,11p11.2,0,ID data freeze 388,2,"A, B, H, J, M",Mendelian autosomal,recessive,0,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIC; CDG2C",0,266265,"glycosylation, transporters",1,1
SLC4A4,8671,603345,ENSG00000080493,4516,11030,4q21,1,ID data freeze 388,5,"A, T, W",Mendelian autosomal,recessive,1,"RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION","RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION",0,604278,"ion transport, transporters",1,1
SLC6A8,6535,300036,ENSG00000130821,2073,11055,Xq28,0,ID data freeze 388,5,"E, H, M, P",Mendelian X-linked,not sure,0,CREATINE DEFICIENCY SYNDROME,"CREATINE DEFICIENCY SYNDROME, X-LINKED",0,300352,transporters,0,0
SLC9A6,10479,300231,ENSG00000198689,2208,11079,Xq26.3,0,ID data freeze 650,2,"(B), C, E, G, H, L2, P",Mendelian X-linked,not sure,0,"MENTAL RETARDATION, X-LINKED, SYNDROMIC","MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE; MRXSCH",0,300243,"ion transport, mitochondria, transporters",0,0
SMAD4,4089,600993,ENSG00000141646,2995,6770,18q21.1,0,ID data freeze 650,4,"A, (B), Q, S, Ua, Ub, Uc, V",Mendelian autosomal,dominant,0,MYHRE SYNDROME; JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME; JUVENILE POLYPOSIS SYNDROME,MYHRE SYNDROME; MYHRS; JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME; JPHT; JUVENILE POLYPOSIS SYNDROME; JPS,0,139210; 175050; 174900,"BMP signaling, centrosome, chromatin, metabolism, microtubule, nervous system development, protein transport, response to growth factor, RNA metabolism, transcription, transporters",0,0
SMARCA2,6595,600014,ENSG00000080503,2483,11098,9p22.3,0,ID data freeze 650,2,"A, B, E, S, U",Mendelian autosomal,dominant,0,NICOLAIDES-BARAITSER SYNDROME,NICOLAIDES-BARAITSER SYNDROME; NCBRS,0,601358,"chromatin, metabolism, nervous system development, RNA metabolism, transcription",0,0
SMARCA4,6597,603254,ENSG00000127616,4459,11100,19p13.2,0,ID data freeze 650,5,"B, (E), H, S",Mendelian autosomal,dominant,0,"MENTAL RETARDATION, AUTOSOMAL DOMINANT; RHABDOID TUMOR PREDISPOSITION SYNDROME","MENTAL RETARDATION, AUTOSOMAL DOMINANT 16; MRD16; RHABDOID TUMOR PREDISPOSITION SYNDROME 2; RTPS2",0,614609; 613325,"cell cycle, chromatin, metabolism, nervous system development, RNA metabolism, transcription",0,0
SMARCB1,6598,601607,ENSG00000099956,3364,11103,22q11.23|22q11,0,ID data freeze 650,5,"A, B, E, H, L2, S, U",Mendelian autosomal,dominant,1; 0,"MENTAL RETARDATION, AUTOSOMAL DOMINANT; RHABDOID TUMOR PREDISPOSITION SYNDROME","MENTAL RETARDATION, AUTOSOMAL DOMINANT 15; MRD15; RHABDOID TUMOR PREDISPOSITION SYNDROME 1",1,614608; 609322,"cell cycle, chromatin, DNA repair, metabolism, nervous system development, RNA metabolism, transcription",0,0
SMC1A,8243,300040,ENSG00000072501,2077,11111,Xp11.22-p11.21,0,ID data freeze 388,1,"A, B, E, V, X",Mendelian X-linked,not sure,0,CORNELIA DE LANGE SYNDROME,CORNELIA DE LANGE SYNDROME 2; CDLS2,0,300590,"cell cycle, chromatin, chromosome segregation, DNA repair, metabolism, microtubule, RNA metabolism",1,1
SMC3,9126,606062,ENSG00000108055,5829,2468,10q25,0,ID data freeze 388,5,NULL,Mendelian autosomal,dominant,1,ORNELIA DE LANGE SYNDROME,ORNELIA DE LANGE SYNDROME 3; CDLS3; ORNELIA DE LANGE SYNDROME 3; CDLS3,0,610759,"cell cycle, chromatin, chromosome segregation, DNA repair, metabolism, microtubule",1,1
SMOC1,64093,608488,ENSG00000198732,12244,20318,14q24.2,0,ID data freeze 650,4,"T, Ua",Mendelian autosomal,recessive,0,MICROPHTHALMIA WITH LIMB ANOMALIES,MICROPHTHALMIA WITH LIMB ANOMALIES,0,206920,NULL,0,0
SMPD1,6609,607608,ENSG00000166311,6353,11120,11p15.4-p15.1,0,ID data freeze 388,"5, 8b","A, C, G, H, J, M, T",Mendelian autosomal,recessive,0,NIEMANN-PICK DISEASE,"NIEMANN-PICK DISEASE, TYPE A; NIEMANN-PICK DISEASE, TYPE B",0,257200; 607616,"MAPK signaling, metabolism, nervous system development",1,1
SMS,6611,300105,ENSG00000102172,2115,11123,Xp22.1,0,ID data freeze 388,5,"E, H, Ub",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED, SYNDROMIC","MENTAL RETARDATION, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE; MRXSSR",0,309583,NULL,1,1
SNAP29,9342,604202,ENSG00000099940,11968,11133,22q11.21,0,ID data freeze 388,2,"B, H, L2, S",Mendelian autosomal,recessive,0,"CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME","CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME",0,609528,"centrosome, microtubule, synapse, transporters, vesicle transport",1,1
SOBP,55084,613667,ENSG00000112320,7650,29256,6q21,0,ID data freeze 650,5,T,Mendelian autosomal,recessive,1,"MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS","MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS; MRAMS",0,613671,NULL,0,0
